Uma função constante apresenta?;o mesmo valor de saída para qualquer entrada,valores sempre crescentes,gráfico parabólico,coeficiente angular positivo;0;
Uma tabela de valores pode ser usada para?;construir gráficos,resolver potências,encontrar MMC,medir ângulos;0;
Uma razão percentual de 50% equivale a?;metade do total,o dobro do total,um terço do total,dez por cento;0;
Uma escala em mapas representa?;a relação entre medidas reais e representadas,a temperatura do local,a distância entre países,o número de coordenadas;0;
Uma transformação de unidades mantém?;a mesma grandeza física,o mesmo número obrigatoriamente,o mesmo símbolo,a mesma operação;0;
Um número racional pode ser escrito como?;fração entre inteiros,raiz irracional obrigatória,número sem representação decimal,apenas número negativo;0;
Um número irracional não pode ser escrito como?;fração entre inteiros,número decimal,número positivo,valor numérico;0;
A soma dos ângulos internos de um quadrilátero é?;360 graus,180 graus,90 graus,270 graus;0;
Um polígono convexo possui?;todos os ângulos internos menores que 180 graus,ângulos maiores que 360 graus,lados curvos,apenas três lados;0;
Uma diagonal de um polígono liga?;dois vértices não consecutivos,dois lados paralelos,o centro aos vértices,duas arestas curvas;0;
A estatística é usada para?;coletar e analisar dados,resolver equações e encontrar raizes,calcular volumes de sólidos,encontrar autovalores;0;
A figura apresentada representa qual sólido geométrico?;cubo,esfera,cone,cilindro;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_90.jpg
O gráfico mostrado representa qual tipo de função?;função afim,função quadrática,função exponencial,função periódica;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_91.png
O triângulo da imagem pode ser classificado como?;equilátero,isósceles retângulo,escaleno obtusângulo,retângulo;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_92.png
A figura exibida possui qual característica?;retas paralelas,ângulos retos obrigatórios,lados curvos,diagonais iguais obrigatoriamente;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_93.png
O gráfico apresentado indica qual comportamento?;função decrescente,função constante,função periódica,função crescente;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_94.png
A imagem representa qual fração da figura pintada?;metade,um terço,um quarto,três quartos;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_95.png
O relógio apresentado indica qual horário aproximado?;3 horas,6 horas,9 horas,12 horas;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_96.jpg
A tabela mostrada sugere qual relação entre os valores?;proporcionalidade direta,proporcionalidade inversa,ausência de relação,relação exponencial;0;Imagem\Imagem_ENSINO_MÉDIO_98.png
A figura geométrica apresentada é um exemplo de?;ângulo reto,ângulo agudo,ângulo obtuso,ângulo raso;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_98.png
O gráfico de barras apresentado é mais adequado para?;comparar quantidades entre categorias,representar funções contínuas,mostrar ângulos geométricos,resolver equações;0;Imagem\Imagem_ENSINO_FUNDAMENTAL_II_99.jpg
